,time,sentiment
335,2021-03-24 08:00:00,-1.0
336,2021-03-25 08:00:00,0.0
337,2021-03-25 11:00:00,0.0
338,2021-03-27 04:00:00,0.0
339,2021-03-28 12:00:00,0.0
340,2021-03-28 19:00:00,0.0
341,2021-03-29 16:00:00,0.0
342,2021-03-30 15:00:00,0.0
343,2021-03-31 20:00:00,0.0
344,2021-04-01 11:00:00,0.0
345,2021-04-03 05:00:00,0.0
346,2021-04-04 02:00:00,0.0
347,2021-04-04 07:00:00,0.0
348,2021-04-04 11:00:00,0.0
349,2021-04-05 11:00:00,0.0
350,2021-04-05 12:00:00,0.0
351,2021-04-06 20:00:00,0.0
352,2021-04-07 21:00:00,0.0
353,2021-04-08 10:00:00,0.0
354,2021-04-09 01:00:00,0.0
355,2021-04-09 02:00:00,0.0
356,2021-04-09 05:00:00,0.0
357,2021-04-09 08:00:00,0.0
358,2021-04-09 12:00:00,0.0
359,2021-04-09 23:00:00,0.0
360,2021-04-10 07:00:00,0.0
361,2021-04-10 08:00:00,0.0
362,2021-04-10 23:00:00,0.0
363,2021-04-11 13:00:00,0.0
364,2021-04-11 16:00:00,0.0
365,2021-04-14 22:00:00,0.0
366,2021-04-15 04:00:00,0.0
367,2021-04-15 05:00:00,0.0
368,2021-04-16 01:00:00,0.0
369,2021-04-16 03:00:00,0.0
370,2021-04-16 18:00:00,0.0
371,2021-04-16 22:00:00,0.0
372,2021-04-16 23:00:00,0.0
373,2021-04-17 02:00:00,0.0
374,2021-04-17 05:00:00,0.0
375,2021-04-17 06:00:00,0.0
376,2021-04-17 23:00:00,0.0
377,2021-04-22 02:00:00,0.0
378,2021-04-22 06:00:00,0.0
379,2021-04-22 21:00:00,0.0
380,2021-04-23 09:00:00,0.0
381,2021-04-23 10:00:00,0.0
382,2021-04-24 09:00:00,0.0
383,2021-04-24 10:00:00,0.0
384,2021-04-25 04:00:00,0.0
385,2021-04-27 01:00:00,0.0
386,2021-04-28 07:00:00,0.0
387,2021-04-28 09:00:00,0.0
388,2021-04-29 23:00:00,0.0
389,2021-05-01 22:00:00,0.0
390,2021-05-02 04:00:00,0.0
391,2021-05-05 23:00:00,0.0
392,2021-05-06 20:00:00,0.0
393,2021-05-07 05:00:00,-1.0
394,2021-05-07 21:00:00,0.0
395,2021-05-07 22:00:00,0.0
396,2021-05-08 02:00:00,0.0
397,2021-05-08 10:00:00,0.0
398,2021-05-08 21:00:00,0.0
399,2021-05-09 14:00:00,0.0
400,2021-05-09 23:00:00,1.0
401,2021-05-11 00:00:00,0.0
402,2021-05-11 08:00:00,0.0
403,2021-05-11 09:00:00,0.0
404,2021-05-12 23:00:00,-1.0
405,2021-05-13 10:00:00,-1.0
406,2021-05-13 21:00:00,0.0
407,2021-05-13 22:00:00,-1.0
408,2021-05-13 23:00:00,0.0
409,2021-05-14 00:00:00,0.0
410,2021-05-18 10:00:00,0.0
411,2021-05-18 12:00:00,0.0
412,2021-05-18 14:00:00,0.0
413,2021-05-19 15:00:00,0.0
414,2021-05-19 16:00:00,0.0
415,2021-05-20 08:00:00,0.0
416,2021-05-20 11:00:00,0.0
417,2021-05-22 10:00:00,0.0
418,2021-05-22 23:00:00,0.0
419,2021-05-24 20:00:00,1.0
420,2021-05-24 21:00:00,0.0
421,2021-05-26 19:00:00,0.0
422,2021-05-28 04:00:00,0.0
423,2021-05-28 05:00:00,0.0
424,2021-05-29 06:00:00,0.0
425,2021-05-30 20:00:00,0.0
426,2021-06-02 08:00:00,0.0
427,2021-06-04 02:00:00,-1.0
428,2021-06-04 03:00:00,0.0
429,2021-06-04 04:00:00,0.0
430,2021-06-05 09:00:00,0.0
431,2021-06-05 19:00:00,0.0
432,2021-06-05 22:00:00,0.0
433,2021-06-06 09:00:00,0.0
434,2021-06-06 11:00:00,0.0
435,2021-06-06 12:00:00,0.0
436,2021-06-06 21:00:00,0.0
437,2021-06-11 05:00:00,0.0
438,2021-06-11 07:00:00,0.0
